HHKEY,ZIP_CODE,REC,FRE,MON,CC_CARD,AVRG,PC_CALC20,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,PCOLLSPND,AMSPEND,PSSPEND,CCSPEND,AXSPEND,TMONSPEND,OMONSPEND,SMONSPEND,PREVPD,GMP,PROMOS,DAYS,FREDAYS,MARKDOWN,CLASSES,COUPONS,STYLES,STORES,STORELOY,VALPHON,WEB,MAILED,RESPONDED,RESPONSERATE,HI,LTFREDAY,CLUSTYPE,PERCRET,RESP
9.95561E+12,30022,233,2,117.48,0,58.74,11,0.37,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,117.48,0,0,0,0,0,0.49,17,581,290.5,0.27,5,0,9,2,725,N,0,9,0,0,15.79,58.1,1,1,0
9.95561E+12,30022,326,1,98.99,0,98.99,11,0.49,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,98.99,0,0,0,0,98.99,0.56,8,432,432,0.16,2,0,3,1,105,N,0,2,0,0,50,216,1,0,0
9.95561E+12,30062,289,3,852.93,0,284.31,18,0.09,0.05,0.04,0.2,0.27,0.24,0,0,0,0,0,0,0.04,0,0.52,814.93,0,38,0,0,0,0,0,0.62,18,586,195.33,0.05,9,0,20,3,3966,Y,0,8,0,0,46.49,73.25,1,0,0
9.95561E+12,30080,74,1,233.02,1,233.02,11,0.13,0,0,0.21,0.21,0,0,0.1,0.32,0,0,0,0,0,0,0,0,233.02,0,233.02,0,233.02,0,0.34,1,74,74,0.37,5,1,8,1,111,Y,0,0,0,0,22.86,9.25,12,0,0
9.95561E+12,30101,135,16,1163.49,1,72.71,16,0.3,0.009712,0,0.03,0.15,0.09,0.02,0.03,0,0,0.08,0.03,0.14,0.02,0.05,0,802.14,361.35,0,0,0,75.69,0,0.34,18,657,41.06,0.42,22,2,60,7,2543,Y,0,9,2,22.22,16.07,6.77,10,0.06,0
9.95561E+12,30005,286,1,75.5,0,75.5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,0,0,0,0,0,0.5,6,286,286,0.35,1,0,3,1,155,Y,0,2,0,0,100,286,4,0,0
9.95561E+12,30080,18,2,89.49,0,44.74,11,0.68,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.49,0,12.5,12.5,12.5,0,0.39,4,293,146.5,0.45,3,0,4,2,111,Y,0,1,0,0,57.01,73.25,12,0,0
9.95561E+12,30043,14,4,252.28,1,63.07,11,0.31,0.19,0.08,0.21,0,0.08,0,0,0,0,0,0,0,0,0,11.98,8,232.3,0,252.28,116.11,252.28,0,0.19,1,51,12.75,0.57,6,1,23,3,4662,Y,0,0,0,0,19.96,1.15,4,0.11,1
9.95561E+12,30080,110,4,323.98,1,80.99,16,0.42,0.05,0.11,0.09,0,0,0.16,0.13,0,0,0,0,0,0,0,0,303.99,19.99,0,0,0,172.99,0,0.59,7,698,174.5,0.09,8,1,12,3,1623,Y,0,2,0,0,25.4,31.72,12,0,0
9.95561E+12,30024,118,4,810.31,1,202.57,16,0.31,0.02,0,0.1,0.09,0.11,0.04,0.13,0,0,0,0.01,0.03,0.04,0,0,753.34,56.97,0,0,0,278.91,0,0.56,21,551,137.75,0.08,14,0,31,3,2946,Y,0,10,0,0,16.29,27.55,4,0.04,1
9.95561E+12,30096,222,3,574.39,0,191.46,11,0.35,0,0,0,0,0.43,0.03,0.08,0,0,0,0,0,0.09,0.1,0,0,574.39,0,0,0,0,397.39,0.65,15,673,224.33,0.03,8,0,17,1,180,Y,0,6,1,16.67,34.48,112.16,8,0,0
9.95561E+12,30019,56,1,83.94,0,83.94,16,0,0,0,0.85,0,0,0,0.14,0,0,0,0,0,0,0,0,71.95,11.99,0,83.94,0,83.94,0,0.26,0,56,56,0.4,2,0,6,2,2946,Y,0,0,0,0,75.51,28,6,0,0
9.95561E+12,30017,123,1,68,0,68,11,0,0,0,0.42,0,0,0.57,0,0,0,0,0,0,0,0,0,0,68,0,0,0,68,0,0.68,0,123,123,0,2,0,2,1,725,Y,0,0,0,0,51.08,123,6,0,0
9.95561E+12,32746,180,4,638.66,1,159.66,11,0.42,0.03,0,0.16,0.03,0,0.09,0.06,0,0.15,0,0,0,0.02,0,0,37.47,601.19,0,0,0,162.48,400.72,0.18,16,689,172.25,0.33,10,1,30,3,4729,Y,0,8,1,12.5,24.72,62.63,3,0,0
9.95561E+12,30043,150,2,97.99,0,48.99,11,0.29,0,0.29,0,0,0,0.4,0,0,0,0,0,0,0,0,0,29,68.99,0,0,0,39.99,0,0.59,3,285,142.5,0,3,0,3,3,725,Y,0,0,0,0,34.17,95,11,0,0
9.95561E+12,30058,124,1,235.98,0,235.98,11,0,0,0,0.33,0,0,0,0,0.5,0,0,0.08,0.08,0,0,0,0,235.98,0,0,0,235.98,0,0.69,8,544,544,0.14,4,0,4,1,2994,Y,0,1,0,0,37.36,181.33,2,0,0
9.95561E+12,30041,73,14,581.23,1,41.51,16,0.31,0.01,0,0.03,0.06,0.04,0.09,0,0.06,0,0,0.01,0.02,0,0,0,506.23,75,0,23,0,178.48,0,0.54,21,542,38.71,0.22,13,2,27,6,2787,Y,0,10,6,60,12.24,18.68,16,0.48,0
9.95561E+12,30060,12,26,2470.24,1,95,16,0.17,0.01,0.09,0.19,0.21,0.01,0.04,0.12,0.06,0,0.02,0.01,0.01,0.003643,0,0,1640.87,829.37,0,1144.94,573.96,1719.86,83,0.55,23,694,26.69,0.21,23,9,76,8,1603,Y,1,11,9,81.82,14.75,6.42,10,0,0
9.95561E+12,30024,127,2,137.96,1,68.98,11,0,0,0,0.03,0,0,0,0,0.5,0,0,0.02,0.43,0,0,0,0,137.96,0,0,0,132.96,0,0.05,17,635,317.5,0.41,5,1,8,1,725,Y,0,8,2,25,44.52,28.86,6,0,0
9.95561E+12,30024,153,2,116.98,0,58.49,11,0,0,0,0.17,0,0.29,0,0,0,0,0,0,0.41,0.1,0,0,0,116.98,0,0,0,49,0,0.51,3,635,317.5,0.24,4,0,5,1,725,Y,0,0,0,0,30.76,211.66,6,0,0
9.95561E+12,30008,256,5,90.58,0,18.11,11,0.2,0.13,0.04,0.04,0,0,0,0,0,0,0,0,0.13,0,0,0,0,90.58,0,0,0,0,0,0.16,4,270,54,0.42,6,1,13,2,685,Y,0,1,0,0,8.25,54,11,0.77,0
9.95561E+12,30097,55,3,230.96,0,76.98,11,0.08,0.01,0,0.09,0.16,0.12,0,0,0,0,0,0,0,0,0,0,52.98,177.98,0,52.98,0,0,0,0.65,5,521,173.66,0.03,6,0,7,3,102,Y,0,1,1,100,6.06,104.2,1,1.05,0
9.95561E+12,30058,68,11,793.27,1,72.11,11,0.18,0,0.04,0.1,0.12,0.04,0,0.08,0,0,0.16,0,0,0,0,0,121.66,671.61,0,198.89,0,282.57,0,0.31,19,671,61,0.4,16,4,47,6,4724,Y,0,8,2,25,10.28,16.36,24,0.65,0
9.95561E+12,30044,62,2,81.88,0,40.94,19,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,69.99,11.89,11.89,0,11.89,0,0.37,6,269,134.5,0.38,3,0,5,2,4206,Y,0,0,0,0,70.07,89.66,5,0,0
9.95561E+12,30043,41,13,1588.99,1,122.23,16,0.09,0.04,0.01,0.08,0.18,0.1,0.05,0.07,0.02,0,0,0,0.01,0.01,0.09,445.3,779.71,363.98,0,151,0,1166.91,0,0.64,9,184,14.15,0.11,20,1,53,3,4662,Y,0,2,1,50,8.2,3.4,6,0.4,1
9.95561E+12,30092,334,2,142,0,71,11,0.58,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0.67,20,466,233,0.05,2,0,4,1,102,Y,0,6,0,0,51.42,155.33,15,0,0
9.95561E+12,30040,173,3,98.24,0,32.74,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49.24,0,0,0,49,0,0.52,4,686,228.66,0.3,2,0,4,3,4662,Y,0,0,0,0,100,137.2,16,0,0
9.95561E+12,30004,104,2,395.39,0,197.69,11,0,0,0,0.13,0.5,0.14,0,0.12,0,0,0,0.03,0.05,0,0,0,0,395.39,0,0,0,395.39,0,0.67,6,509,254.5,0.03,6,0,7,1,105,Y,0,0,0,0,31.04,127.25,4,0,0
9.95561E+12,30047,129,1,89.97,0,89.97,11,0.44,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,89.97,0,0,0,89.97,0,0.07,2,129,129,0,2,0,3,1,285,Y,0,1,0,0,50.61,129,1,0,0
9.95561E+12,30045,83,1,153.95,0,153.95,11,0.22,0,0,0.09,0,0.36,0,0,0.31,0,0,0,0,0,0,0,13.99,139.96,0,153.95,0,153.95,0,0.28,1,83,83,0.3,4,0,5,2,285,Y,0,0,0,0,29.34,41.5,5,0,0
9.95561E+12,30024,17,6,510.63,1,85.1,16,0.15,0,0.1,0,0.19,0,0.05,0.1,0.27,0,0,0,0.02,0,0,0,489.64,20.99,0,2.51,47.5,397.41,0,0.45,7,290,48.33,0.21,10,2,18,4,2543,Y,0,1,1,100,16.5,26.36,6,0.08,0
9.95561E+12,30030,97,6,686.34,1,114.39,16,0.02,0.07,0.01,0.06,0.06,0.04,0.14,0,0.18,0.12,0,0.01,0.07,0.02,0,0,554.34,132,0,0,0,248.52,295.49,0.39,22,529,88.16,0.29,16,2,26,3,1614,Y,0,10,4,40,9.33,31.11,8,0.15,0
9.95561E+12,30022,25,11,1167.37,1,106.12,11,0.18,0.01,0,0.15,0.16,0.08,0,0.03,0.15,0,0.08,0,0.01,0,0.21,0,7.99,1159.38,0,207.95,87.99,483.19,327.62,0.5,16,378,34.36,0.31,14,2,36,4,102,Y,0,5,2,40,16.96,22.23,50,0.12,0
9.95561E+12,30075,282,1,112.49,0,112.49,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.49,0,0,0,0,0,0.51,14,649,649,0.17,1,0,3,1,102,N,0,3,0,0,100,216.33,1,0,0
9.95561E+12,30005,110,4,271.98,0,67.99,16,0.43,0.08,0,0,0.37,0,0,0,0,0,0,0.09,0,0,0,0,153.74,118.24,0,0,0,24,129.74,0.62,21,529,132.25,0.18,6,0,10,2,105,Y,0,7,1,14.29,34.93,52.9,16,0,0
9.95561E+12,30033,348,1,111,0,111,11,0,0,0,0.3,0,0.53,0,0,0,0,0,0,0.16,0,0.53,0,0,111,0,0,0,0,0,0.7,19,348,348,0,3,0,3,1,285,N,0,6,0,0,68.51,348,8,0,0
9.95561E+12,30022,92,5,472.27,0,94.45,11,0.59,0,0,0,0.09,0.07,0.09,0,0,0,0,0,0.09,0,0,0,0,472.27,0,0,0,95.8,376.47,0.53,13,644,128.8,0.15,6,0,16,2,725,Y,0,3,1,33.33,39.03,64.4,1,0.05,0
9.95561E+12,30044,60,1,80.94,1,80.94,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.94,0,80.94,0,80.94,0,0.25,5,677,677,0.4,1,0,6,1,4662,Y,0,0,0,0,100,112.83,10,0,0
9.95561E+12,30080,23,12,396.86,1,33.07,11,0.09,0.04,0.11,0.15,0.04,0.1,0,0,0,0.08,0,0.01,0,0,0.01,0,80.97,279.89,36,31.99,0,31.99,104.95,0.08,1,625,52.08,0.28,14,1,30,9,111,Y,0,0,0,0,6.96,16.89,8,0.55,0
9.95561E+12,30062,136,3,96.97,0,32.32,11,0.91,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,96.97,0,0,0,56.99,0,0.49,3,285,95,0.27,3,0,5,1,111,N,0,0,0,0,84.87,95,8,0,0
9.95561E+12,30097,178,1,118,0,118,11,0,0,0,0,0.58,0,0.41,0,0,0,0,0,0,0,0,0,0,118,0,0,0,118,0,0.7,8,692,692,0,2,0,2,1,725,Y,0,3,0,0,51.43,230.66,1,0,0
9.95561E+12,30329,172,2,111.94,1,55.97,11,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0.000065,0,0,0,111.94,0,0,0,0,0,0.55,5,609,304.5,0.33,3,1,3,1,4662,Y,0,0,0,0,52.15,67.66,15,0.38,0
9.95561E+12,30067,241,3,326.97,0,108.99,11,0,0,0,0,0.42,0.18,0.11,0.24,0,0,0,0.03,0,0,0.48,0,0,326.97,0,0,0,0,0,0.64,10,301,100.33,0.02,6,0,7,1,111,N,0,3,0,0,52.17,100.33,12,0,0
9.95561E+12,30075,1,14,2888.12,1,206.29,11,0.21,0.03,0,0.08,0.12,0.08,0.1,0.03,0.03,0.06,0.04,0,0.04,0.02,0,0,0,2888.12,0,849.95,622.99,1771.93,0,0.57,25,580,41.42,0.2,22,6,88,1,105,Y,0,9,4,44.44,10.05,17.57,8,0.12,0
9.95561E+12,30019,355,1,121,0,121,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0.59,21,506,506,0,1,0,4,1,102,Y,0,6,0,0,100,253,6,0,0
9.95561E+12,30033,157,2,560.36,1,280.18,11,0.04,0.01,0.04,0.22,0.14,0.19,0,0.17,0.08,0,0,0.03,0,0.02,0,16.99,0,543.37,0,0,0,317.89,0,0.34,11,696,348,0.13,12,0,24,2,285,Y,0,4,0,0,15.68,69.6,8,0,0
9.95561E+12,30047,251,2,92.99,0,46.49,11,0.26,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,92.99,0,0,0,0,0,0.57,3,275,137.5,0.16,2,0,3,1,725,N,0,1,0,0,60.69,137.5,5,0,0
9.95561E+12,30096,136,3,425.67,1,141.89,11,0.01,0,0.04,0.06,0.1,0.01,0,0.05,0.23,0,0,0.01,0.03,0,0.26,0,0,425.67,0,0,0,495.65,0,0.56,8,182,60.66,0.3,12,2,21,1,725,Y,0,2,0,0,14.71,60.66,11,0.7,0
9.95561E+12,30004,129,2,649.95,1,324.97,11,0.19,0,0.09,0.07,0.15,0,0.06,0.09,0.3,0,0,0,0,0.02,0.09,0,0,649.95,0,0,0,520.97,128.98,0.65,20,511,255.5,0.004595,9,0,15,2,248,Y,0,6,1,16.67,18.99,170.33,1,0,0
9.95561E+12,30082,164,1,168,0,168,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,168,0,0,0,168,0,0.75,7,164,164,0,1,0,1,1,111,Y,0,1,0,0,100,164,10,0,0
9.95561E+12,30072,14,5,217.95,1,43.59,16,0.21,0.02,0,0.19,0,0,0,0.15,0.41,0,0,0,0,0,0,0,165.46,52.49,0,94.49,94.49,146.98,0,0,11,649,129.8,0.49,8,1,17,4,2994,Y,0,6,1,16.67,28.16,54.08,50,0,0
9.95561E+12,30046,118,2,267.99,0,133.99,11,0,0,0,0.47,0,0.23,0.29,0,0,0,0,0,0,0,0,0,0,267.99,0,0,0,267.99,0,0.65,2,547,273.5,0,3,0,6,1,725,Y,0,0,0,0,36.27,136.75,50,0,0
9.95561E+12,30042,31,4,241.08,1,60.27,16,0,0.09,0,0.21,0.36,0,0,0.18,0,0,0,0.07,0,0.05,0.36,0,206.1,21.99,12.99,241.08,0,241.08,0,0.67,1,47,11.75,0.13,6,1,12,4,725,Y,0,0,0,0,37.2,7.83,50,0,0
9.95561E+12,30047,254,1,235.49,0,235.49,16,0.48,0,0,0,0,0,0.49,0,0,0,0,0,0,0.02,0,0,152.49,83,0,0,0,0,0,0.48,3,254,254,0.35,3,0,10,2,1628,Y,0,2,0,0,47.95,127,4,0,0
9.95561E+12,30016,134,7,685.9,0,97.98,16,0.13,0,0.004652,0.03,0.11,0,0.07,0.03,0.19,0,0,0.02,0.01,0.004652,0,0,638.93,26.5,20.47,0,0,554.47,0,0.48,19,581,83,0.2,17,1,37,8,2994,Y,0,9,2,22.22,7.83,16.6,38,0.56,1
9.95561E+12,30044,112,3,207,0,69,16,0,0,0,0,0.47,0,0,0.28,0.23,0,0,0,0,0,0.76,0,148,59,0,0,0,49,0,0.69,4,246,82,0.12,3,0,3,2,2543,Y,0,1,0,0,94.86,41,11,0,0
9.95561E+12,30096,54,14,1056.52,0,75.46,16,0.14,0,0.007588,0.07,0,0,0.09,0,0,0.48,0,0,0,0,0,0,864.35,192.17,0,11.99,0,247.9,29.25,0.52,17,602,43,0.19,9,0,25,6,725,Y,0,9,3,33.33,27.06,18.24,5,0.24,0
9.95561E+12,30047,325,1,234.98,0,234.98,11,0.33,0,0,0.16,0,0.48,0,0,0,0,0,0,0.01,0,0,0,0,234.98,0,0,0,0,234.98,0.59,15,378,378,0.07,4,0,7,1,725,N,0,8,1,12.5,37.33,75.6,3,0,1
9.95561E+12,30024,355,1,107,0,107,11,0.45,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0.59,14,355,355,0.15,2,0,3,1,725,N,0,5,0,0,50.35,355,16,0,0
9.95561E+12,30067,33,4,608.76,1,152.19,11,0.16,0,0,0.31,0,0.22,0.12,0,0,0,0,0.01,0.15,0,0,0,67,541.76,0,153,0,153,0,0.56,12,293,73.25,0.18,9,0,18,3,105,Y,0,4,2,50,21.77,22.53,8,0,0
9.95561E+12,30034,135,5,256,0,51.2,11,0,0,0.14,0.12,0,0.12,0,0,0,0,0,0,0.1,0.05,0.12,0,0,256,0,0,0,0,0,0.62,23,519,103.8,0.08,6,0,13,2,105,Y,0,9,0,0,8.49,57.66,24,0.77,0
9.95561E+12,30088,43,7,579.6,1,82.8,11,0.22,0,0.25,0.13,0,0.16,0.03,0,0,0,0,0,0.05,0,0,0,210.51,369.09,0,188.16,0,456.12,73.49,0.49,24,642,91.71,0.25,10,3,27,5,285,Y,0,8,3,37.5,16.56,30.57,3,0.15,1
9.95561E+12,30068,322,1,188.98,0,188.98,11,0,0,0,0,0.42,0.57,0,0,0,0,0,0,0,0,0,0,0,188.98,0,0,0,0,188.98,0.58,9,322,322,0,2,0,3,1,285,Y,0,3,0,0,51.17,322,1,0,0
9.95561E+12,30013,33,13,924.49,1,71.11,11,0.13,0.01,0,0.07,0.2,0.07,0.11,0,0.05,0,0,0.001153,0.03,0.003458,0,0,293.94,630.55,0,85.98,0,311.95,96.95,0.52,23,659,50.69,0.15,17,1,39,7,4662,Y,0,10,5,50,8.86,18.3,4,0.4,0
9.95561E+12,30062,74,6,1176.82,1,196.13,11,0.21,0,0,0.01,0.21,0.12,0.03,0.07,0.16,0,0,0.01,0.14,0,0.04,0,0,1176.82,0,342.95,0,1042.83,0,0.56,24,581,96.83,0.2,15,4,37,2,111,Y,0,10,3,30,16.33,27.66,25,0,0
9.95561E+12,30092,8,86,4852.07,1,56.41,11,0.2,0.02,0.04,0.08,0.2,0.11,0.01,0.08,0.03,0,0,0.01,0.04,0.005221,0.04,0,2263.88,2588.19,0,1209.55,256.2,2305.9,390.14,0.45,19,391,4.54,0.4,25,5,208,4,725,Y,0,6,6,100,11.99,2.1,8,0.13,1
9.95561E+12,30038,8,6,476.85,1,79.47,11,0.21,0,0.02,0.27,0.24,0.05,0,0.16,0,0,0,0,0.02,0,0,0,0,386.88,89.97,257.91,148.98,347.88,0,0.48,23,700,116.66,0.19,10,0,18,4,725,Y,0,7,2,28.57,21.05,46.66,5,0,0
9.95561E+12,30043,29,7,574.33,0,82.04,16,0.13,0.1,0,0.15,0,0,0.31,0.2,0.07,0,0,0,0,0,0,0,519.36,54.97,0,47.48,47.48,359.41,23.99,0.26,19,665,95,0.29,10,1,31,5,2946,Y,0,9,4,44.44,19.93,22.93,6,0.01,0
9.95561E+12,30068,99,1,154.99,0,154.99,11,0.63,0,0.18,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,154.99,0,0,0,154.99,0,0.59,1,99,99,0.16,3,0,6,1,105,Y,0,0,0,0,46.74,99,1,0,0
9.95561E+12,30076,54,4,218.27,0,54.56,16,0.33,0.04,0,0.08,0.24,0,0,0,0,0,0.16,0,0,0,0,0,158.28,59.99,0,4.81,0,66.79,0,0.41,21,390,97.5,0.32,7,0,8,3,2787,Y,0,6,0,0,21.11,65,1,0.13,0
9.95561E+12,30067,7,26,1062.75,1,40.87,11,0.12,0.06,0.1,0.09,0,0.01,0.01,0.01,0,0.05,0,0.04,0.11,0.05,0,163,0,899.75,0,305,247.5,405.5,0,0.4,20,635,24.42,0.44,19,0,76,4,111,Y,0,10,4,40,6.15,9.2,8,0.4,1
9.95561E+12,30038,90,1,153.96,0,153.96,11,0.22,0,0,0,0.36,0.18,0,0,0.22,0,0,0,0,0,0,0,0,153.96,0,153.96,0,153.96,0,0.34,1,90,90,0.3,4,0,4,1,4724,Y,0,0,0,0,26.86,18,16,0,0
9.95561E+12,30097,106,5,249.97,1,49.99,11,0.19,0.04,0,0.43,0,0,0.25,0,0,0,0,0,0.08,0,0,0,112.97,137,0,0,0,66.98,0,0.5,17,638,127.6,0.19,6,0,12,2,725,Y,0,6,1,16.67,29.65,53.16,16,0,1
9.95561E+12,30045,16,7,154.5,0,22.07,11,0.57,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,105.5,49,0,105.5,105.5,105.5,49,0.52,0,695,99.28,0.24,3,0,10,3,725,Y,0,0,0,0,33.71,27.8,25,0.64,0
9.95561E+12,30066,16,11,1937.01,1,176.09,11,0.06,0,0,0.1,0.34,0.05,0,0.12,0.16,0.06,0,0,0,0,0.21,0,0,1743.05,193.96,901.98,528,1434.93,0,0.62,16,343,31.18,0.09,13,2,37,3,111,Y,0,5,4,80,23.43,16.33,3,0.06,1
9.95561E+12,30038,139,5,816.88,1,163.37,18,0.006724,0.01,0.04,0.09,0.31,0.1,0,0.16,0,0,0,0.11,0.08,0,0,741.6,14.99,60.29,0,0,0,495.86,117.72,0.38,23,404,80.8,0.09,17,0,35,3,3968,Y,0,6,2,33.33,16.56,21.26,28,0.09,1
9.95561E+12,30024,222,1,69,0,69,11,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,69,0,0,0,0,0,0.6,3,637,637,0.24,3,0,4,1,725,Y,0,0,0,0,58.83,159.25,6,0,0
9.95561E+12,30066,67,14,829.25,1,59.23,11,0.2,0,0.006922,0.1,0.02,0.06,0.16,0,0,0,0.09,0.00259,0.03,0.01,0,0,0,829.25,0,359.63,0,540.22,0,0.43,15,602,43,0.27,13,4,47,3,105,Y,0,6,1,16.67,9.53,15.43,2,0.39,0
9.95561E+12,30093,68,4,150.96,0,37.74,16,0.64,0.13,0.08,0,0,0,0.13,0,0,0,0,0,0,0,0,0,101.96,49,0,39.97,0,88.97,0,0.56,6,566,141.5,0.25,5,0,8,3,2543,Y,0,2,0,0,46.38,94.33,25,0,0
9.95561E+12,30097,157,4,129.98,0,32.49,11,0,0,0,0.24,0.3,0.19,0,0.22,0,0,0,0,0,0.02,0,0,59,70.98,0,0,0,200.97,0,0.63,6,207,51.75,0.03,6,0,7,2,725,Y,0,0,0,0,49.62,51.75,16,1,0
9.95561E+12,30043,174,4,593.1,1,148.27,11,0.18,0,0,0.09,0.36,0.21,0,0.05,0.08,0,0,0,0,0,0.26,0,103.97,489.13,0,0,0,165,0,0.54,20,344,86,0.28,9,1,14,4,4290,Y,0,6,1,16.67,30.46,57.33,6,0,0
9.95561E+12,30045,60,3,477.97,0,159.32,11,0,0,0,0.16,0.3,0.17,0,0.1,0,0.25,0,0,0,0,0.43,0,0,477.97,0,71.98,0,477.97,0,0.59,4,180,60,0.12,5,0,9,2,725,Y,0,1,0,0,41.31,25.71,6,0,0
9.95561E+12,30087,148,11,621.23,0,56.47,11,0.06,0,0.09,0.08,0.19,0.1,0.13,0,0,0,0,0,0.07,0.05,0,0,0,621.23,0,0,0,191.74,104.5,0.59,20,460,41.81,0.12,10,2,28,4,4513,Y,0,9,4,44.44,9.32,24.21,1,0.25,0
9.95561E+12,30087,56,6,418.55,0,69.75,11,0.32,0.03,0,0.06,0.05,0,0.17,0.02,0,0,0,0,0.1,0,0,0,0,418.55,0,33.58,0,91.58,0,0.49,20,404,67.33,0.29,8,0,24,2,285,N,0,9,2,22.22,15.59,40.4,1,0.26,0
9.95561E+12,30087,172,7,726.51,0,103.78,11,0.22,0.02,0,0,0,0.2,0,0.06,0.15,0.1,0,0,0.04,0,0,58,0,668.51,0,0,0,72.75,0,0.55,24,611,87.28,0.16,12,1,21,4,4662,Y,0,10,3,30,13.42,55.54,3,0.25,0
9.95561E+12,30087,59,1,76.98,0,76.98,16,0.54,0.00026,0,0,0,0,0.44,0,0,0,0,0.01,0,0,0,0,76.97,0.01,0,76.98,0,76.98,0,0.14,0,59,59,0.46,4,0,7,2,1628,Y,0,0,0,0,49.24,29.5,4,0,0
9.95561E+12,30060,48,7,538.13,1,76.87,16,0.16,0,0.09,0.3,0.14,0.09,0,0.14,0,0,0,0,0.05,0,0,0,444.16,93.97,0,159.96,0,394.9,68.99,0.49,17,700,100,0.13,11,0,19,3,1605,Y,0,10,3,30,18.44,29.16,10,0,0
9.95561E+12,30047,267,1,121.74,0,121.74,11,0.24,0,0,0,0.45,0,0.23,0,0,0,0,0,0.06,0,0,0,0,121.74,0,0,0,0,0,0.43,5,267,267,0.25,4,0,4,1,102,Y,0,1,0,0,32.97,267,10,0,0
9.95561E+12,30052,349,1,68.99,0,68.99,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.99,0,0,0,0,0,0.62,9,513,513,0,2,0,2,1,105,Y,0,7,1,14.29,100,171,6,0,0
9.95561E+12,30253,235,2,101.98,0,50.99,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59.99,41.99,0,0,0,0,0.2,5,293,146.5,0.4,1,0,2,2,102,N,0,0,0,0,100,146.5,16,0,0
9.95561E+12,30034,26,9,382.89,1,42.54,11,0,0,0,0.01,0.13,0,0.05,0.11,0,0.16,0,0,0,0,0,0,0,382.89,0,153.93,0,244.94,0,0.43,12,653,72.55,0.14,8,1,18,3,102,Y,0,3,0,0,6.32,26.12,24,1.02,0
9.95561E+12,30033,78,5,641.27,0,128.25,16,0.31,0.03,0,0.23,0,0,0.13,0,0.21,0,0,0,0.06,0.006643,0,0,527.78,113.49,0,17.49,0,494.28,0,0.62,10,654,130.8,0.18,8,1,23,2,1614,Y,0,7,2,28.57,22.12,81.75,8,0,0
9.95561E+12,30043,101,6,162.47,0,27.07,16,0.27,0,0,0,0.18,0,0.12,0,0.41,0,0,0,0,0,0,0,136.97,25.5,0,0,0,41.98,0,0.14,5,629,104.83,0.38,6,0,6,5,2946,Y,0,2,0,0,29.76,48.38,6,0,0
9.95561E+12,30058,362,2,557.96,0,278.98,11,0,0,0,0,0.28,0.22,0,0,0.12,0.23,0,0.02,0.1,0,0.1,0,0,557.96,0,0,0,0,0,0.64,21,440,220,0.04,7,0,8,1,105,Y,0,6,0,0,22.4,146.66,10,0,0
9.95561E+12,30024,49,11,1508.14,1,137.1,11,0.16,0.01,0.02,0.07,0.04,0.06,0.02,0.06,0.07,0,0.17,0.000762,0.04,0.01,0,0,27.25,1480.89,0,29.25,0,501.93,318.24,0.54,22,664,60.36,0.31,19,3,50,5,725,Y,0,10,5,50,8.12,18.44,6,0.3,0
9.95561E+12,30047,279,2,69.49,0,34.74,11,0.22,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,69.49,0,0,0,0,0,0.42,2,284,142,0.43,2,0,3,2,725,N,0,0,0,0,35.59,142,4,0.28,0
9.95561E+12,30032,30,4,338.98,0,84.74,16,0.54,0,0,0.1,0,0.34,0,0,0,0,0,0,0,0,0.17,0,299.98,39,0,123.98,88,162.98,0,0.62,9,554,138.5,0.06,5,0,9,2,1628,Y,0,6,1,16.67,46.05,30.77,24,0,0
